trade_date,PSX_Close,PSX_Return_pct,pos_mean,neg_mean,neu_mean,sent_mean,sent_std,n_texts,BTC_Close,BTC_Return_pct
2025-03-06,113713.18,1.3001078983902126,0.08387648615126427,0.08203620300884103,0.8340873104612251,0.0018402831424232367,0.2179446573852332,91,90120.0,-0.8013384994716488
2025-03-07,114398.7,0.6028500829895034,0.08786684561234254,0.11721978225341813,0.794913372861953,-0.02935293664107559,0.2928761571665492,247,87014.0,-3.446515756768753
2025-03-10,114356.34,-0.03702839280516068,0.10123964789241867,0.0805940364718788,0.8181663160393764,0.02064561142053987,0.2420628006279315,616,78734.0,-2.6689577590150004
2025-03-11,114177.66,-0.15624844236882263,0.07046936918050051,0.3154514618217945,0.6140792071819305,-0.244982092641294,0.38338064021035956,2,83142.0,5.598597810348771
2025-03-12,114084.54,-0.08155711020878531,0.08849680801041615,0.09837464109445229,0.8131285569606683,-0.009877833084036142,0.2673145742189489,39,83856.0,0.8587717399148431
2025-03-14,115536.17,0.3839722995694572,0.1313330247066915,0.07134246844280925,0.7973245142234696,0.05999055626388225,0.28391513500861554,36,84207.0,3.5896615778272523
2025-03-17,116199.59,0.5742097907521115,0.11425315939193366,0.07660643954780728,0.8091403987967748,0.03764671984412637,0.24777692436262472,1056,84240.0,1.7895334646382821
2025-03-18,117001.09,0.6897614698984755,0.11081345501204025,0.06509204476759954,0.8240945002695931,0.045721410244440715,0.21394487397265421,227,82942.0,-1.5408357075023749
2025-03-19,117974.03,0.831564902515014,0.11748999637093036,0.05578789263869149,0.8267221105696284,0.06170210373223887,0.22160849287561513,197,87029.0,4.927539726555907
2025-03-20,118769.77,0.6745043803284556,0.11467426127881337,0.0694409921757122,0.8158847469393378,0.04523326910310117,0.25164221942098486,227,84296.0,-3.1403325328338783
2025-03-21,118442.18,-0.2758193435922429,0.11882022071309042,0.05466226337243192,0.8265175150818382,0.0641579573406585,0.2218896469063346,302,84144.0,-0.18031697826705884
2025-03-24,116439.62,-1.6907490220122612,0.10959018994548492,0.06395343008530992,0.8264563807419368,0.045636759860175,0.2252064004116074,875,87614.0,1.5802715330836659
2025-04-07,114909.49,-3.2680492889820667,0.10924717758941214,0.1077549090396946,0.7829979085098437,0.0014922685497175388,0.28881369514118777,123,79181.0,0.9433841995895031
2025-04-08,115532.43,0.5421136235135959,0.13094310329711817,0.10360618842210859,0.7654507011571463,0.027336914875009593,0.2674483725834505,47,76332.0,-3.598085399275075
2025-04-09,114153.16,-1.1938379552823286,0.07288595047430135,0.12861026788596064,0.7985038023907691,-0.055724317411659285,0.3037680126671336,32,82542.0,8.135513284074825
2025-04-10,116189.21,1.7836124729267322,0.130420723894857,0.060712508857250214,0.8088667737144344,0.0697082150376068,0.24306719851084257,53,79553.0,-3.621186789755515
2025-04-11,114853.33,-1.1497453162819582,0.0838943919085938,0.08229655144817155,0.833809037571368,0.0015978404604222464,0.18355892231605433,23,83372.0,4.800573202770475
2025-04-14,116390.04,1.337976008183639,0.10012794706966735,0.06687566839872364,0.8329963840826781,0.03325227867094372,0.23297649298844492,501,84544.0,1.028882807738718
2025-04-15,116775.5,0.3311795407923368,0.11919766026293885,0.0724102714583788,0.8083920639569628,0.04678738880456004,0.2489929312585647,438,83667.0,-1.0373296744890181
2025-04-16,116020.11,-0.646873702103612,0.12753460849469653,0.06817168115247998,0.8042937116550186,0.05936292734221655,0.2541641266775043,506,84021.0,0.423105884040309
2025-04-17,116901.13,0.7593683543309915,0.0976096779128076,0.1231752964217336,0.7792150284293838,-0.025565618508926,0.2998809533602682,93,84827.0,0.9592839885266713
2025-04-18,117315.59,0.35453891677521554,0.09258931094197936,0.10421570056187221,0.8031949915144869,-0.011626389619892855,0.27307183139979774,633,84363.0,-0.5469956499699391
2025-04-21,118383.38,0.9101859352196984,0.10064963406344671,0.08063572332707324,0.8187146431886387,0.020013910736373482,0.24480230814960555,1157,87473.0,2.8864136251896655
2025-04-22,118430.35,0.039676177517478095,0.10499264256108597,0.07955734244076512,0.8154500130990363,0.025435300120320845,0.25968775931001903,498,93303.0,6.664913744812684
2025-04-23,117226.15,-1.0168001698888984,0.08015536882269841,0.15451127140281293,0.7653333718960101,-0.07435590258011451,0.29529564847990647,65,93639.0,0.3601170380373553
2025-04-24,115019.82,-1.8821141869795999,0.07869285163144733,0.10428821906274141,0.8170189172635938,-0.025595367431294088,0.24543824308188336,43,93940.0,0.3214472602227625
2025-04-28,114063.9,-1.2171628228616616,0.1056439855729733,0.0756542296043347,0.8187017848287199,0.029989755968638607,0.24286035263466668,309,95046.0,1.3456453126332812
2025-04-29,114872.18,0.7086203435092031,0.09959473868316793,0.0698161851099514,0.8305890747762107,0.02977855357321653,0.2192688433374045,235,94451.0,-0.6260126675504463
2025-04-30,111326.58,-3.086561080324224,0.10062945410949974,0.08319163594349492,0.8161789095256387,0.01743781816600481,0.24290121848592935,410,94309.0,-0.150342505637846
2025-05-02,114113.94,2.5037686417745064,0.10695100687735248,0.09269904884058633,0.8003499407107787,0.014251958036766155,0.2706780212732409,384,96887.0,0.4353820477468906
2025-05-12,117297.73,9.445415445295646,0.0957457423357195,0.13072799818524927,0.7735262583015345,-0.03498225584952978,0.31251319826913887,855,102860.0,-1.1816697089057526
2025-05-13,118575.89,1.0896715563037729,0.1057077161977105,0.12183263141523493,0.7724596527405083,-0.016124915217524433,0.3036496189020101,498,104160.0,1.263853781839397
2025-05-22,119153.04,-0.6490540513723553,0.10091602862233,0.06356775425294565,0.835516221381628,0.03734827436938434,0.2016415812430056,233,111640.0,1.8334397518927403
2025-05-23,119102.67,-0.042273365413081354,0.08905774039015465,0.1089577078910581,0.801984537904169,-0.01989996750090344,0.3052741893894902,51,107210.0,-3.96811178788965
2025-05-26,118221.12,-0.7401597294166451,0.09849597687473682,0.09411426808421067,0.8073897557934439,0.004381708790526146,0.2652069887584006,635,109390.0,0.45917898796949963
2025-05-27,118332.91,0.09456009213921757,0.08010584513309615,0.13454748168257039,0.785346675598057,-0.05444163654947422,0.28101566732094063,169,108850.0,-0.4936465856111183
2025-05-29,118971.41,0.5395793951150196,0.1006179870063947,0.08471415201625364,0.8146678589199754,0.015903834990141065,0.2590130266006485,220,105580.0,-2.0230141054194517
2025-05-30,119691.09,0.6049184421702547,0.10283776877510648,0.0802371111841729,0.8169251255726871,0.022600657590933573,0.24733761679893165,208,104030.0,-1.4680810759613583
2025-06-02,118877.81,-0.6794824911361408,0.10165562044618831,0.09343841448276033,0.8049059677598698,0.008217205963427981,0.2700778451370601,620,105880.0,0.24616549895852824
2025-06-03,120450.87,1.3232578897609315,0.10100769347821673,0.12398364402240876,0.775008666108955,-0.022975950544192034,0.31348926330318416,330,105400.0,-0.4533434076312792
2025-06-04,121798.87,1.1191284878224517,0.11828343735209533,0.08991436424132969,0.7918021979874799,0.028369073110765645,0.283025133286665,70,104580.0,-0.777988614800762
2025-06-16,122225.36,0.06696218229087503,0.08013022018196708,0.1240827452060994,0.7957870344676863,-0.04395252502413232,0.2748075638020865,778,106800.0,1.0024588613580576
2025-06-17,121971.04,-0.20807465815605442,0.07660666790945296,0.09668068096846641,0.8267126506072792,-0.020074013059013452,0.22225369267793751,199,104770.0,-1.900749063670415
2025-06-18,120465.93,-1.233989642131439,0.07638858230811375,0.1280006283024589,0.7956107904227392,-0.05161204599434515,0.25642222030814676,347,105040.0,0.25770735897681085
2025-06-19,120002.59,-0.3846232706624986,0.09918462792993524,0.12664969524776098,0.7741656703175976,-0.02746506731782574,0.29880759470279233,160,104780.0,-0.24752475247524774
2025-06-20,120023.24,0.017207961928167315,0.0969941443169212,0.1187302668856338,0.7842755936323962,-0.02173612256871259,0.277846699330359,94,103380.0,-1.3361328497804914
2025-06-23,116167.47,-3.2125195087218117,0.10019602195887516,0.12068578972450147,0.7791181892864406,-0.02048976776562631,0.29619464124688594,1500,105520.0,4.26877470355731
2025-06-24,122246.64,5.233108717956925,0.09587708083055323,0.08921082598704194,0.8149120915267203,0.006666254843511279,0.2502213484492409,63,106040.0,0.4927975739196455
2025-06-25,122761.64,0.42127947238468355,0.07424942089840215,0.12566579360044025,0.8000847911427567,-0.05141637270203809,0.25471452179765847,269,107340.0,1.2259524707657565
2025-06-26,122046.46,-0.5825761206839419,0.10540407705661012,0.09714907148173747,0.7974468499977779,0.008255005574872645,0.2728674028529285,362,106950.0,-0.36333147009502964
2025-06-30,125627.31,1.0035772095739137,0.09000996791264845,0.1028309308387565,0.8071590976958926,-0.012820962926108034,0.2681495870738444,429,107250.0,-1.0334963550798215
2025-07-02,130344.03,1.6728623520400943,0.11099877367009416,0.09304124077796254,0.7959599863588526,0.017957532892131624,0.27201920288786163,262,108980.0,2.888972809667667
2025-07-03,130686.66,0.2628658942032125,0.10939739908283676,0.08387534891707828,0.8067272505497811,0.025522050165758484,0.24753270719985726,393,109760.0,0.7157276564507153
2025-07-04,131949.06,0.9659746450020101,0.12226074843671444,0.06374048554766204,0.8139987623582838,0.05852026288905241,0.2483896772026776,233,108200.0,-1.4212827988338228
2025-07-07,133370.16,1.077006535704017,0.11528061732204388,0.07756378840607847,0.8071555933793602,0.03771682891596541,0.2575035906155549,276,108420.0,-0.8776741634668128
2025-07-11,134299.77,0.38677003257678866,0.04859625360510056,0.1076199152857821,0.8437838367847861,-0.05902366168068155,0.22073979175088124,69,117410.0,1.259163432514021
2025-07-14,136502.55,1.640196405399652,0.09093315633007663,0.1176884995641566,0.7913783413370395,-0.026755343234079965,0.28522980311972934,904,119840.0,0.7566840423743004
2025-07-15,135939.88,-0.4122047536840756,0.10413415826236208,0.10586946216020462,0.7899963826319014,-0.001735303897842549,0.28528223271754527,345,117830.0,-1.677236315086783
2025-07-16,136379.97,0.32373869978405967,0.08355002946741759,0.08065101765035908,0.8357989506850254,0.0028990118170585063,0.22878045421331847,309,118710.0,0.7468386658745718
2025-07-17,138665.5,1.6758545994694174,0.11085221691704962,0.10283402937192539,0.7863137530833946,0.008018187545124233,0.28691004184126745,322,119250.0,0.4548900682335155
2025-07-18,138597.36,-0.04913983651305687,0.11649556337620028,0.10278093485215764,0.780723497472487,0.013714628524042635,0.2730602992912395,241,118000.0,-1.0482180293501009
2025-07-21,138217.58,-0.2740167633784596,0.12681445255506746,0.10487095796512348,0.7683145886858797,0.02194349458994399,0.3015618802064016,1010,117460.0,0.18764926646195335
2025-07-22,139419.63,0.8696795299121929,0.1396797217180716,0.07596315294158164,0.7843571286187175,0.06371656877648997,0.27097035938951136,323,119970.0,2.1368976672909934
2025-07-23,139254.36,-0.11854141342938496,0.10678578362118189,0.06565734788988108,0.8275568718310651,0.0411284357313008,0.2229281485593861,508,118900.0,-0.8918896390764375
2025-07-24,138692.67,-0.4033554137909734,0.12466040628426003,0.06825107907255491,0.8070885159018817,0.05640932721170512,0.24614877109846112,330,118380.0,-0.437342304457522
2025-07-25,139207.3,0.3710578215849303,0.12716888527085227,0.06780453165626432,0.8050265782989385,0.05936435361458795,0.2446489629935194,127,117700.0,-0.5744213549586097
2025-07-28,139380.06,0.12410268714357908,0.12804011782414546,0.07501682521489529,0.7969430581231494,0.053023292609250164,0.2573170964722011,593,118180.0,-1.1790283468517404
2025-07-29,137964.81,-1.0153891453339892,0.10451270539115592,0.06081121690697284,0.8346760760956772,0.043701488484183086,0.22408454056100685,207,118110.0,-0.05923168048739269
2025-07-30,138412.25,0.32431458427695237,0.1165815550548089,0.08540515725888165,0.7980132867388501,0.03117639779592726,0.27000500393786053,404,118050.0,-0.05080010160020132
2025-08-04,142052.66,0.7215798520338712,0.08573549015349463,0.04558050779527739,0.8686839773466712,0.04015498235821724,0.1866030261497471,19,115200.0,0.7169085504458828
2025-08-05,143037.17,0.6930598835671375,0.10095361425326421,0.11074514833923715,0.7883012308954046,-0.00979153408597295,0.27758783399579673,130,114200.0,-0.868055555555558
2025-08-06,145088.5,1.434123731614645,0.11130280292249824,0.06974449941986485,0.8189526951234591,0.041558303502633384,0.23582514933004106,190,115160.0,0.840630472854631
2025-08-07,145647.14,0.3850339620300902,0.11594395871995197,0.08167982235130283,0.8023762092474969,0.03426413636864914,0.24402676034450102,124,117580.0,2.10142410559222
2025-08-08,145382.8,-0.18149343680901042,0.12127375733582224,0.05812663167831158,0.8205996119857848,0.06314712565751066,0.2269977928070396,353,116790.0,-0.6718829732947795
2025-08-11,146929.84,1.0641148746619367,0.12976342590131965,0.06794242580083742,0.8022941473727708,0.06182100010048223,0.2506805378942128,596,118850.0,-0.43562034011895845
2025-08-15,146491.63,-0.025714991765124484,0.11081096070280316,0.07599262277159942,0.8131964122848044,0.03481833793120373,0.24180636347261944,327,117520.0,-0.7516257072882393
2025-08-18,148196.42,1.1637456692918269,0.13067126190035858,0.07825106453192844,0.791077673709528,0.05242019736843014,0.26893014661676073,1100,116390.0,-0.9783903352050372
2025-08-19,149770.75,1.0623266068100712,0.12881557915893332,0.0792534562897441,0.7919309640140211,0.04956212286918921,0.26802037630482994,377,113030.0,-2.886845948964689
2025-08-20,150591.0,0.5476703561943852,0.1256702704521272,0.06443547930769587,0.809894250950693,0.06123479114443134,0.2527170897841971,426,114500.0,1.3005396797310498
2025-08-21,149235.27,-0.9002729246767815,0.1204012483196414,0.11470257824529773,0.7648961694344231,0.005698670074343682,0.32290099128329297,115,112740.0,-1.5371179039301297
2025-08-25,148815.31,-0.4533655274699733,0.1282635002697664,0.08037861728573509,0.7913578845418077,0.047884882984031304,0.27369502981614546,889,110370.0,-2.9287598944590987
2025-08-26,148435.06,-0.2555180646399924,0.12066008537350333,0.07504015311270076,0.804299759321353,0.04561993226080256,0.24491244062181589,425,112000.0,1.4768505934583676
2025-09-01,149971.13,0.910624556496531,0.08296895654225939,0.10299768919682983,0.8140333561898085,-0.020028732654570443,0.2654777266474195,738,109410.0,0.9503598449898565
2025-09-02,150975.48,0.6696955607389254,0.0791590253923603,0.12605100242408776,0.7947899703316292,-0.04689197703172747,0.2824004709228819,304,111350.0,1.7731468787131055
2025-09-03,152201.88,0.8123173378882464,0.08024031880001227,0.09180458685693642,0.8279550897081693,-0.011564268056924145,0.2539176860650179,150,111890.0,0.4849573417153197
2025-09-04,152665.72,0.3047531344553711,0.06730410148042675,0.06864111793830115,0.8640547830100153,-0.0013370164578744008,0.17636839097403612,51,110880.0,-0.902672267405491
2025-09-10,157020.8,0.29206674121360354,0.1212684003389821,0.07623598501013759,0.8024956167092119,0.04503241532884451,0.258799939576284,257,113900.0,2.115832885063651
2025-09-11,156141.25,-0.5601487191505772,0.0806869126126631,0.10726939782154621,0.8120436918412902,-0.026582485208883115,0.24816027205544453,97,115400.0,1.316944688323085
2025-09-12,154439.69,-1.089756870782066,0.1128899520741495,0.0613952168097643,0.8257148343852836,0.051494735264385194,0.22692968739657085,292,116030.0,0.5459272097053658
2025-09-15,155384.52,0.6117792647731823,0.08131382380741804,0.09285966966066034,0.8258265048062357,-0.01154584585324229,0.23795911217626017,697,115580.0,-0.008651267410675345
2025-10-09,164530.81,-0.4453043337513507,0.10247108835688572,0.08545589627525241,0.8120730201300886,0.017015192081633303,0.2659912217355748,97,121760.0,-1.3370067255489837
2025-10-10,163098.19,-0.8707305336915327,0.07578232109401863,0.08932030767649939,0.8348973752344981,-0.013537986582480765,0.22440117445696248,283,113170.0,-7.054862023653086
2025-10-13,158443.42,-2.8539679073078528,0.09150870793375193,0.09410791180770645,0.8143833814798604,-0.002599203873954504,0.27099716654659745,782,115390.0,0.1388527293239683
2025-10-14,165476.02,4.438556047325903,0.07777702283757411,0.07847887543599597,0.8437440983897491,-0.0007018525984218652,0.2113668954868813,139,113270.0,-1.8372475951122236
2025-10-15,165686.38,0.12712415974232005,0.08051736421086861,0.08458030394114952,0.8349023291713181,-0.004062939730280911,0.23006982630501757,262,110920.0,-2.0746887966805017
2025-10-20,166242.91,1.4875442458778476,0.1347649205587745,0.06838904968792066,0.7968460302119387,0.06637587087085386,0.2521364217481415,1259,110760.0,1.764057331863289
2025-10-21,167346.83,0.6640403491493085,0.11159548395094865,0.07532908501766561,0.8130754324963984,0.03626639893328303,0.23851626819529032,486,108610.0,-1.9411339833874997
2025-10-22,166553.28,-0.4741948204217472,0.12607245381755003,0.06730628464623842,0.8066212618168419,0.058766169171311604,0.24791979386653767,604,107720.0,-0.8194457232299057
2025-10-23,164590.41,-1.1785237732934495,0.12963782198314278,0.07753083629043984,0.7928313412127498,0.052106985692702924,0.25751650727878805,388,110150.0,2.2558484961010095
2025-10-27,162163.81,-0.6982799516460525,0.12203001352243645,0.08570444938228573,0.792265537173249,0.036325564140150715,0.24775480947002423,215,114150.0,-0.2708369736152405
2025-10-28,160101.03,-1.2720347406736443,0.11564228948918753,0.07083367252441046,0.8135240409707573,0.04480861696477708,0.24000802553178185,384,113000.0,-1.0074463425317592
2025-10-29,158465.06,-1.0218360244153346,0.1375067332953089,0.06745054040972688,0.7950427304388265,0.07005619288558203,0.2624934200874235,356,110250.0,-2.433628318584069
2025-11-04,161281.77,-0.9344966031371915,0.12166167075411348,0.05542518323984961,0.8229131417054122,0.06623648751426388,0.22522536559928846,259,101630.0,-4.814086353844715
2025-11-05,159578.19,-1.0562756100704895,0.11226293381030966,0.05374854605715611,0.8339885182295065,0.05851438775315356,0.19933337797521028,369,103940.0,2.2729509003247106
2025-11-06,159096.8,-0.3016640306548246,0.1349576666710715,0.05344938374597762,0.8115929476458763,0.08150828292509388,0.2210465289350578,488,101400.0,-2.4437175293438473
2025-11-07,159592.91,0.311829024845256,0.10413620711740436,0.07896792331026702,0.8168958736394968,0.025168283807137346,0.25033892787805495,158,103390.0,1.9625246548323538
2025-11-10,161538.41,1.2190391164619951,0.087925279104342,0.12454005810844303,0.7875346636676743,-0.036614779004101025,0.2783127510016946,531,106010.0,1.1738881465928719
2025-11-11,157870.5,-2.270611676814205,0.11360375288024764,0.09365891150253661,0.7927373364092964,0.019944841377711034,0.27358539839594653,408,103190.0,-2.660126403169516
2025-11-12,158183.95,0.19854881057577156,0.13496736227920011,0.07753305397949778,0.7874995835178288,0.05743430829970232,0.27832132849733215,423,101750.0,-1.3954840585328032
2025-11-13,160657.5,1.563717431509315,0.06149192281927054,0.13766007314507778,0.8008479977456423,-0.07616815032580725,0.25821605720405505,65,99855.0,-1.8624078624078666
2025-11-14,161935.19,0.7952881129110079,0.06284682034221414,0.09620682644491939,0.8409463514459051,-0.033360006102705245,0.21643003421074192,146,94750.0,-5.112412998848326
2025-11-17,161687.19,-0.15314768828196268,0.08142837889144192,0.10856365249801021,0.8100079703058267,-0.027135273606568297,0.2694235830774316,754,92553.0,-2.1648819779917727
2025-11-18,160935.13,-0.46513270469973333,0.09860511629570586,0.09398470806506036,0.8074101737486975,0.004620408230645505,0.2507557787901259,384,93200.0,0.699058917593165
2025-11-19,162226.28,0.8022797757083922,0.10874939461471513,0.09600556473635757,0.7952450384013354,0.01274382987835755,0.27440934595966826,600,91648.0,-1.6652360515021503
2025-11-20,162936.94,0.4380671245127532,0.09525788697886141,0.06301908960489377,0.841723026988441,0.03223879737396763,0.21862201164348852,73,86773.0,-5.319265013966479
2025-11-21,162102.92,-0.5118667381380781,0.09581626149198032,0.12606597411557047,0.7781177597932747,-0.030249712623590153,0.3163625010445286,227,85355.0,-1.6341488711926533
2025-11-24,161984.09,-0.07330528037373663,0.14339207131415604,0.051389932737220076,0.8052179967984557,0.09200213857693598,0.2259907218841751,80,88471.0,1.6580870524429026
2025-11-25,161692.48,-0.18002385295987633,0.12893934959506656,0.0651737221436345,0.805886929233869,0.06376562745143206,0.24714990929842226,429,87519.0,-1.0760588215347422
2025-11-26,163188.53,0.9252440187694555,0.11015603450647035,0.08243055130482059,0.807413414537955,0.027725483201649765,0.2526045249904217,616,90585.0,3.5032392966098724
2025-12-11,168574.69,-0.517651443896805,0.0845294780354353,0.08504290059478818,0.8304276168886302,-0.0005134225593528886,0.23736049215088495,69,92514.0,0.5335622616085001
2025-12-17,170313.86,-0.07828812776735639,0.11147296652197838,0.10047722943993502,0.7880498054935489,0.01099573708204336,0.28452514710062365,215,86409.0,-1.7521318931210894
2025-12-24,170830.22,-0.14234213517178018,0.09777929070763863,0.0715989657319509,0.8306217386172368,0.026180324975687723,0.21624392507244058,65,87692.0,0.20339602806407342
2025-12-26,172400.73,0.9193396812343879,0.131944156650986,0.16186642926186323,0.7061894429581506,-0.02992227261087724,0.39443745212260733,7,87465.0,0.2131096827415524
2025-12-29,173896.34,0.8675195284845838,0.09049648842215538,0.10941848493739963,0.8000850277990103,-0.018921996515244247,0.2709802575513268,250,87241.0,-0.8354551241247621
2025-12-30,174472.8,0.3314963385658398,0.10695703494471,0.08521545735228972,0.8078275028631151,0.02174157759242029,0.24838423262145018,249,88556.0,1.5073188065244603
2026-01-06,185062.11,1.4549124236335143,0.05717400391586125,0.09463713455867644,0.8481888601090759,-0.03746313064281518,0.19370539988339175,48,93612.0,-0.14080901177675464
2026-01-07,186518.72,0.7870925064023204,0.08030091373466823,0.09200603588031657,0.8276930501961325,-0.011705122145648342,0.22763402723208204,249,91349.0,-2.4174251164380656
2026-01-08,185543.02,-0.5231110314289134,0.06281958943740888,0.09456644111284704,0.8426139878504204,-0.031746851675438156,0.2152316244798776,33,91086.0,-0.28790681890332737
2026-01-09,184409.67,-0.6108286908340643,0.09680903623478249,0.10921054122522705,0.7939804204249308,-0.012401504990444562,0.28773546838319086,321,90630.0,-0.5006257822277815
2026-01-12,182384.16,-1.0983751557063215,0.12432966798941207,0.05760207220299782,0.8180682594738119,0.06672759578641425,0.22825233963286545,572,91239.0,0.34313240291663494
2026-01-13,183951.52,0.8593728753637286,0.12493981884687509,0.05975712603286014,0.8153030571873199,0.06518269281401495,0.2397135516509677,426,95281.0,4.430123083330595
2026-01-14,182569.81,-0.7511272535285385,0.11283023313609596,0.076571128393533,0.810598635841225,0.036259104742562956,0.24891663508950185,291,96804.0,1.5984299073267483
2026-01-19,187761.69,1.438615252187181,0.09926393606954,0.07160571211187,0.8291303464634852,0.027658223957670005,0.20868567069516722,44,92607.0,-1.1422227441100774
2026-01-20,188621.78,0.45807534007602513,0.10650372479142527,0.08910916692387881,0.8043871071205427,0.017394557867546456,0.26975186340104335,236,88431.0,-4.509378340730185
2026-01-21,187033.27,-0.8421667953722012,0.08236737562408998,0.11275941256817486,0.80487321356508,-0.03039203694408488,0.2606804250007055,398,89490.0,1.1975438477457079
2026-01-22,187688.16,0.3501462600744798,0.08743034334769711,0.09623496694705234,0.8163346916102828,-0.008804623599355228,0.24709512297913064,780,89578.0,0.09833500949827378
2026-02-06,184129.58,-1.9711755308251977,0.12861340423114598,0.0671019937726669,0.8042846163734794,0.06151141045847908,0.1391757173482065,32,70634.0,12.22434064188116
2026-02-09,182340.38,-0.9717069902619557,0.13703506058678397,0.06784010329857249,0.7951248364541404,0.0691949572882115,0.2576680021966828,406,70166.0,-0.30548017220556334
2026-02-10,182153.55,-0.10246221928462695,0.13882633207403883,0.06958820919829364,0.7915854647147412,0.0692381228757452,0.2581116219228677,49,68873.0,-1.8427728529487264
2026-02-13,179603.73,-0.5035270102385025,0.10164003692833441,0.14783524858233119,0.7505246845207044,-0.046195211653996794,0.3576811815439331,28,68928.0,3.877627910481496
2026-02-16,174453.94,-2.8673068204095764,0.11129479411623028,0.06447679926259596,0.8242284069723281,0.046817994853634325,0.2278170937189033,305,68978.0,0.14373030967349543
2026-02-17,173150.42,-0.7472000918981814,0.10125075273104331,0.1086795337112127,0.7900697111239673,-0.007428780980169391,0.28464209055631123,234,67573.0,-2.0368813244802664
2026-02-18,178853.09,3.2934774284694157,0.09438885990530252,0.09390083544359014,0.8117103009912613,0.00048802446171238614,0.2639789629862255,185,66572.0,-1.48136089858375
2026-02-19,172170.3,-3.7364688527327106,0.13608475718974022,0.10389981067559698,0.7600154341116809,0.032184946514143234,0.32233088486073697,57,67067.0,0.7435558493060102
2026-02-23,167691.08,-3.1637289895403264,0.13377093777267468,0.12284510044587983,0.7433839542791247,0.010925837326794863,0.31663329012449415,36,64744.0,-4.3663220088626336
2026-03-02,151973.0,-9.573344197566891,0.09799306103959679,0.09160005045123398,0.8104068906667332,0.006393010588362813,0.24419035403260603,120,68822.0,4.605423151750965
